标题,摘要,发布时间,链接
东方财富财经早餐 6月19日周四,【东方财富财经早餐 6月19日周四】1、中央金融委员会印发《关于支持加快建设上海国际金融中心的意见》。2、证监会发布《关于在科创板设置科创成长层 增强制度包容性适应性的意见》。3、哈梅内伊宣布：“大战开始了”，美媒称特朗普批准攻击伊朗但暂不下令。,2025-06-19 06:00:08,http://finance.eastmoney.com/a/202506183434183854.html
东方财富财经早餐 6月18日周三,【财经早餐】1、2025陆家嘴论坛今日开幕。2、国家外汇管理局：5月外资增持境内股票较上月进一步增加。3、特朗普呼吁伊朗无条件投降。,2025-06-18 06:00:54,http://finance.eastmoney.com/a/202506183433057737.html
东方财富财经早餐 6月17日周二,【东方财富财经早餐 6月17日周二】1、创新药再迎利好！临床试验申请审评审批拟从60日缩减至30日。2、自2025年7月1日起，大连市、湖北省实施境外旅客购物离境退税政策。3、美的集团：拟以50亿元-100亿元回购股份。,2025-06-17 06:00:22,http://finance.eastmoney.com/a/202506173431911069.html
东方财富财经早餐 6月16日周一,【东方财富财经早餐 6月16日周一】1、习近平将出席第二届中国－中亚峰会。2、国常会：进一步优化现有政策，更大力度推动房地产市场止跌回稳。3、央行：6月16日将开展4000亿元买断式逆回购操作。,2025-06-16 06:00:00,http://finance.eastmoney.com/a/202506153430887912.html
东方财富财经早餐 6月13日周五,【东方财富财经早餐 6月13日周五】1、李强会见欧洲中央银行行长拉加德。2、美国宣布23日起对钢制家电加征关税，洗衣机冰箱在列。3、央行、外汇局联合印发！事关金融支持福建探索海峡两岸融合发展新路。,2025-06-13 06:00:09,http://finance.eastmoney.com/a/202506133429293255.html
东方财富财经早餐 6月12日周四,【东方财富财经早餐 6月12日周四】1、中美经贸磋商机制首次会议在英国伦敦举行。2、外交部：中方将对53个非洲建交国实施100%税目产品零关税。3、兴业证券回应与华福证券合并传闻：控股股东不存在筹划传闻所称事项。,2025-06-12 06:00:50,http://finance.eastmoney.com/a/202506123428159686.html
东方财富财经早餐 6月11日周三,【东方财富财经早餐 6月11日周三】1、中办、国办印发《关于深入推进深圳综合改革试点 深化改革创新扩大开放的意见》。2、国家发改委召开座谈会，就编制“十五五”规划听取民营企业意见建议。3、多家汽车生产企业分别发表声明，就“支付账期不超过60天”作出承诺。,2025-06-11 06:00:29,http://finance.eastmoney.com/a/202506113426985889.html
东方财富财经早餐 6月10日周二,【东方财富财经早餐 6月10日周二】1、中美经贸磋商机制首次会议将继续进行。2、中办、国办印发《关于进一步保障和改善民生，着力解决群众急难愁盼的意见》。3、中科曙光：海光信息拟1160亿元换股吸收合并中科曙光，股票复牌。,2025-06-10 06:00:43,http://finance.eastmoney.com/a/202506093425764878.html
东方财富财经早餐 6月9日周一,【东方财富财经早餐 6月9日周一】1、中美重磅！将举行经贸磋商机制首次会议。2、事关稀土出口管制！商务部发声：将持续加强审批。3、我国外汇储备规模继续上升，央行连续7个月大举增持黄金。,2025-06-09 06:00:13,http://finance.eastmoney.com/a/202506083424826452.html
东方财富财经早餐 6月6日周五,【东方财富财经早餐 6月6日周五】1、习近平同美国总统特朗普通电话。2、美方拟收紧外国公司在美上市，外交部回应。3、我国部署建设10个国家数据要素综合试验区。,2025-06-06 06:00:23,http://finance.eastmoney.com/a/202506063423277058.html
东方财富财经早餐 6月5日周四,【东方财富财经早餐 6月5日周四】1、国家能源局组织开展新型电力系统建设第一批试点工作。2、工信部专题研究部署推动人工智能产业发展和赋能新型工业化。3、智能网联汽车组合驾驶辅助系统安全要求立项制定。,2025-06-05 06:00:28,http://finance.eastmoney.com/a/202506053422129521.html
东方财富财经早餐 6月4日周三,【东方财富财经早餐 6月4日周三】1、李强签署国务院令，公布《政务数据共享条例》。2、美国白宫宣布提高进口钢铝关税至50%。3、白宫称中美领导人本周将举行会谈，外交部发言人：没有可以提供的消息。,2025-06-04 06:00:31,http://finance.eastmoney.com/a/202506033420960092.html
东方财富财经早餐 6月3日周二,【东方财富财经早餐 6月3日周二】1、美财长称与中国的贸易谈判“有点停滞”，外交部回应。2、美国贸易代表办公室延长对中国301条款关税的部分豁免。3、特朗普称将把进口钢铁关税从25%提高至50%。,2025-06-03 06:00:56,http://finance.eastmoney.com/a/202506023419965088.html
东方财富财经早餐 5月30日周五,【东方财富财经早餐 5月30日周五】1、中办、国办印发《关于健全资源环境要素市场化配置体系的意见》。2、美国联邦上诉法院批准特朗普政府请求，暂时恢复其关税政策。3、商务部回应中美经贸磋商新动向：敦促美方停止对华歧视性限制措施。,2025-05-30 06:00:31,http://finance.eastmoney.com/a/202505303418336242.html
东方财富财经早餐 5月28日周三,【东方财富财经早餐 5月28日周三】1、国务院反垄断反不正当竞争委员会专家咨询组召开会议：综合整治“内卷式”竞争。2、三部门印发《电子信息制造业数字化转型实施方案》。3、山东高密一化工车间发生爆炸事故，涉事公司生产农药及中间体。,2025-05-28 06:00:09,http://finance.eastmoney.com/a/202505273415903175.html
东方财富财经早餐 5月27日周二,【东方财富财经早餐 5月27日周二】1、中办、国办印发《关于完善中国特色现代企业制度的意见》。2、中央汇金：推动控参股机构持续当好维护金融稳定的“压舱石”。3、中毅达：如后续股票交易进一步出现重大异常，公司将依规申请停牌核查。,2025-05-27 06:00:45,http://finance.eastmoney.com/a/202505263414798559.html
东方财富财经早餐 5月26日周一,【财经早餐】1、特朗普：同意将对欧盟征收50%关税的期限延后至7月9日。2、国常会审议通过《制造业绿色低碳发展行动方案（2025－2027年）》。3、海光信息拟合并中科曙光，两家公司股票今起停牌。,2025-05-26 06:03:41,http://finance.eastmoney.com/a/202505263413863537.html
东方财富财经早餐 5月23日周五,【东方财富财经早餐 5月23日周五】1、证监会：稳妥实施科创板第五套上市标准。2、商务部再回应美国对人工智能芯片出口管制：严重损害中国企业正当权益，坚决反对。3、小米YU7正式发布，3nm旗舰芯片亮相。,2025-05-23 06:00:44,http://finance.eastmoney.com/a/202505223412227212.html
东方财富财经早餐 5月22日周四,【东方财富财经早餐 5月22日周四】1、特朗普宣布千亿美元打造导弹防御系统！外交部回应：严重关切。2、欧盟将对小包裹收取手续费，外交部回应。3、中国与东盟十国全面完成中国—东盟自贸区3.0版谈判。,2025-05-22 06:00:53,http://finance.eastmoney.com/a/202505213411046838.html
东方财富财经早餐 5月21日周三,【东方财富财经早餐 5月21日周三】1、潘功胜主持召开金融支持实体经济座谈会，会议要求抓好一揽子货币金融政策措施的落实和传导。2、三部门印发《2025年深入推进IPv6规模部署和应用工作要点》。3、国新办将于5月22日下午3时就科技金融政策有关情况举行新闻发布会。,2025-05-21 06:00:25,http://finance.eastmoney.com/a/202505203409805832.html
东方财富财经早餐 5月20日周二,【东方财富财经早餐 5月20日周二】1、证监会副主席李明：目前A股估值水平仍处于相对低位。2、新一轮存款利率下调来临，中国建设银行、招商银行下调人民币存款利率。3、中方回应美调整芯片出口管制有关表述：停止对华歧视性措施。,2025-05-20 06:00:35,http://finance.eastmoney.com/a/202505203408661789.html
东方财富财经早餐 5月19日周一,【东方财富财经早餐 5月19日周一】1、证监会修改《上市公司重大资产重组管理办法》，深化上市公司并购重组市场改革。2、特朗普宣布将在未来两到三周内为贸易伙伴设定新的关税税率。3、黄仁勋：公司正重新审视中国市场战略，但未来不会再推出Hopper系列芯片。,2025-05-19 06:00:37,http://finance.eastmoney.com/a/202505193407574452.html
东方财富财经早餐 5月16日周五,【东方财富财经早餐 5月16日周五】1、李强：把做强国内大循环作为推动经济行稳致远的战略之举。2、中办、国办发布关于持续推进城市更新行动的意见。3、最高法、证监会：对于“小作文”损害他人权益且构成犯罪的，依法追究刑事责任。,2025-05-16 06:00:01,http://finance.eastmoney.com/a/202505153405922912.html
东方财富财经早餐 5月15日周四,【东方财富财经早餐 5月15日周四】1、美国调整对华加征关税。2、七部门：设立“国家创业投资引导基金”。3、央行：前四个月人民币贷款增加10.06万亿元，广义货币增长8%。,2025-05-15 06:00:35,http://finance.eastmoney.com/a/202505143404701335.html
东方财富财经早餐 5月14日周三,【东方财富财经早餐 5月14日周三】1、自5月14日12时01分起我国调整对原产于美国的进口商品加征关税措施。2、中国人民银行与巴西央行签署金融战略合作谅解备忘录并续签双边本币互换协议。 3、针对竞争中存在的突出问题，市场监管总局等五部门约谈外卖平台企业。,2025-05-14 06:00:39,http://finance.eastmoney.com/a/202505143403602043.html
东方财富财经早餐 5月13日周二,【东方财富财经早餐 5月13日周二】1、中美发布《中美日内瓦经贸会谈联合声明》。2、商务部：严打战略矿产走私出口，加大口岸查验和打击查处力度。3、中共中央、国务院印发《生态环境保护督察工作条例》。,2025-05-13 06:00:00,http://finance.eastmoney.com/a/202505133402430013.html
东方财富财经早餐 5月12日周一,【东方财富财经早餐 5月12日周一】1、中美经贸中方牵头人、国务院副总理何立峰：中美达成重要共识，会谈取得实质性进展。2、国常会：听取推动自贸试验区建设提质增效工作汇报。3、央行发布一季度货币政策执行报告：实施好适度宽松的货币政策。,2025-05-12 06:00:55,http://finance.eastmoney.com/a/202505123401387398.html
东方财富财经早餐 5月9日周五,【东方财富财经早餐 5月9日周五】1、习近平同普京签署关于进一步深化中俄新时代全面战略协作伙伴关系的联合声明。2、英国和美国已经就关税贸易协议条款达成一致。3、中方再回应中美经贸高层会谈，商务部：美方要拿出诚意、拿出行动！,2025-05-09 06:00:51,http://finance.eastmoney.com/a/202505083399794897.html
东方财富财经早餐 5月8日周四,【东方财富财经早餐 5月8日周四】1、美联储维持利率不变，鲍威尔：不急于降息，特朗普施压无影响。2、央行公布10项政策！降准、降息、降个人住房公积金贷款利率。3、中国证监会印发《推动公募基金高质量发展行动方案》。,2025-05-08 06:00:46,http://finance.eastmoney.com/a/202505083398579748.html
东方财富财经早餐 5月7日周三,【东方财富财经早餐 5月7日周三】1、今日上午9时，央行、证监会等部门将举行发布会。2、特朗普称不会为了和中国谈判而取消对华关税，外交部回应。3、蓝佛安：中国将采取更加积极有为的宏观政策，有信心实现2025年的5%左右增长目标。,2025-05-07 06:00:35,http://finance.eastmoney.com/a/202505073397187033.html
东方财富财经早餐 5月6日周二,【东方财富财经早餐 5月6日周二】1、习近平主持召开部分省区市“十五五”时期经济社会发展座谈会。2、巴菲特宣布年底卸任伯克希尔·哈撒韦CEO。3、白宫尚未就电影关税做出最终决定。,2025-05-06 06:00:23,http://finance.eastmoney.com/a/202505053395925722.html
东方财富财经早餐 4月30日周三,【东方财富财经早餐 4月30日周三】1、习近平在上海考察时强调，加快建成具有全球影响力的科技创新高地。2、社科院报告献策应对内外挑战：额外增发特别国债，设2万亿平准基金。3、农业农村部印发《养殖业节粮行动实施方案》。,2025-04-30 06:00:56,http://finance.eastmoney.com/a/202504303393479075.html
东方财富财经早餐 4月29日周二,【东方财富财经早餐 4月29日周二】1、外交部：近期中美两国元首没有通话。2、玉渊谭天：一些增量政策将在6月底前推出。3、中证协拟规范证券从业人员投资行为。,2025-04-29 06:00:52,http://finance.eastmoney.com/a/202504283391610658.html
东方财富财经早餐 4月28日周一,【东方财富财经早餐 4月28日周一】1、习近平：坚持自立自强，突出应用导向，推动人工智能健康有序发展。2、六部门：下调离境退税起退点至200元，上调现金退税限额至2万元。3、核电开闸！国常会核准10台新机组，拉动超2000亿投资。,2025-04-28 06:00:40,http://finance.eastmoney.com/a/202504273390360740.html
东方财富财经早餐 4月25日周五,【东方财富财经早餐 4月25日周五】1、特朗普考虑对华关税分级方案。2、央行：4月25日将开展6000亿元MLF操作。3、七部门印发《医药工业数智化转型实施方案》。,2025-04-25 06:00:23,http://finance.eastmoney.com/a/202504253387803838.html
东方财富财经早餐 4月24日周四,【东方财富财经早餐 4月24日周四】1、特朗普称美对华关税或将大幅下降，外交部回应。2、央行研究局局长：持续优化跨境金融服务政策工具箱，有效支持企业走出去。3、特斯拉人形机器人“擎天柱”受到稀土管制影响，马斯克：正与中国协商。,2025-04-24 06:00:32,http://finance.eastmoney.com/a/202504233386181123.html
东方财富财经早餐 4月23日周三,【东方财富财经早餐 4月23日周三】1、广东、上海等地谋划出台《提振消费专项行动方案》。2、特朗普：没有解雇美联储主席鲍威尔的计划，希望鲍威尔在利率问题上采取更积极的行动。3、特斯拉Q1营收193.35亿美元，不及市场预期。,2025-04-23 06:00:16,http://finance.eastmoney.com/a/202504223384760570.html
东方财富财经早餐 4月22日周二,【东方财富财经早餐 4月22日周二】1、中共中央、国务院印发《关于实施自由贸易试验区提升战略的意见》。2、服务业扩大开放，金融、医疗等多领域明确155项试点任务。3、国务院国资委：推动央企强化资金统筹，确保及时付款。,2025-04-22 06:00:06,http://finance.eastmoney.com/a/202504223383476243.html
东方财富财经早餐 4月21日周一,【东方财富财经早餐 4月21日周一】1、国常会定调持续稳定股市，持续推动房地产市场平稳健康发展。2、特朗普称1个月内会与中国达成协议，对中美达成协议有信心。3、“天工”夺得全球首个人形机器人半马冠军。,2025-04-21 06:00:27,http://finance.eastmoney.com/a/202504213382204378.html
东方财富财经早餐 4月18日周五,【东方财富财经早餐 4月18日周五】1、李强：推动各方面政策措施早出手、快出手，对预期形成积极影响。2、白宫称没接到中方电话，美媒：高估了关税对中国的影响力。3、黄仁勋：英伟达坚定不移服务中国市场，每个行业都将迎来人工智能引发的颠覆性变革。,2025-04-18 06:00:14,http://finance.eastmoney.com/a/202504183380418562.html
东方财富财经早餐 4月17日周四,【东方财富财经早餐 4月17日周四】1、外交部回应美对华加征245%关税：中方不愿打，但也绝不怕打。2、何立峰：着力推进外贸高质量发展，共同努力建设开放型世界经济。3、中国与越南签署产供链合作谅解备忘录。,2025-04-17 06:00:49,http://finance.eastmoney.com/a/202504173379101482.html
东方财富财经早餐 4月16日周三,【东方财富财经早餐 4月16日周三】1、李强在北京市调研时强调，以更大力度促进消费、扩大内需、做强国内大循环。2、四部门联合印发《金融“五篇大文章”总体统计制度（试行）》。3、欧盟预计美国关税将保持不变，因为谈判进展甚微。,2025-04-16 06:00:20,http://finance.eastmoney.com/a/202504163377775166.html
东方财富财经早餐 4月15日周二,【东方财富财经早餐 4月15日周二】1、新华社：习近平同越共中央总书记苏林会谈。2、“天塌不下来”！海关总署重磅发声。3、外贸十强城市集体出招应对关税冲击，最新举措加速内外贸一体联动。,2025-04-15 06:00:10,http://finance.eastmoney.com/a/202504143376458294.html
东方财富财经早餐 4月14日周一,【东方财富财经早餐 4月14日周一】1、继续反制！中国对美所有商品加征125%关税。2、央行：一季度人民币贷款增加9.78万亿元，M2增长7%。3、美国宣布：芯片、笔记本电脑、智能手机等免征“对等关税”。,2025-04-14 06:00:14,http://finance.eastmoney.com/a/202504133375290320.html
东方财富财经早餐 4月11日周五,【东方财富财经早餐 4月11日周五】1、商务部回应中方是否就关税问题与美展开谈判：谈，大门敞开；打，奉陪到底。2、2025年全国出口管制工作会议在京召开。3、国家电影局：将适度减少美国影片进口数量。,2025-04-11 06:00:21,http://finance.eastmoney.com/a/202504113373542166.html
东方财富财经早餐 4月10日周四,【东方财富财经早餐 4月10日周四】1、美国总统特朗普：已授权对不采取报复行动的国家实施90天的关税暂停。2、国务院关税税则委员会：对原产于美国的所有进口商品加征84％关税。3、李强：靠前发力推动既定政策尽快落地见效，根据形势需要及时推出新的增量政策。,2025-04-10 06:00:30,http://finance.eastmoney.com/a/202504093371872691.html
东方财富财经早餐 4月9日周三,【东方财富财经早餐 4月9日周三】1、李强：中国有充足的储备政策工具，完全能够对冲外部不利影响。2、中央汇金明确自己是资本市场上的“国家队”，发挥着类“平准基金”作用。3、中国诚通拟使用专项贷款1000亿元增持上市公司股票。,2025-04-09 06:00:46,http://finance.eastmoney.com/a/202504083369860170.html
东方财富财经早餐 4月8日周二,【东方财富财经早餐 4月8日周二】1、中共中央、国务院印发《加快建设农业强国规划（2024-2035年）》。2、中央汇金、中国诚通、中国国新三大央企集体宣布出手，增持中国股票资产。3、央视新闻：“推迟关税90天”消息致市场巨震，白宫辟谣。,2025-04-08 06:00:44,http://finance.eastmoney.com/a/202504073367877790.html
东方财富财经早餐 4月7日周一,【东方财富财经早餐 4月7日周一】1、中国政府发布关于反对美国滥施关税的立场。2、国务院关税税则委员会：对原产于美国的所有进口商品加征34%关税。3、程序化交易规则落地，三大交易所细化监管标准。,2025-04-07 06:00:10,http://finance.eastmoney.com/a/202504073365790727.html
东方财富财经早餐 4月3日周四,【东方财富财经早餐 4月3日周四】1、特朗普签署行政令，对贸易伙伴征收“对等关税”。2、中办、国办：坚持社会主义市场经济改革方向，能由市场形成价格的都交给市场。3、时隔50个交易日，A股成交额再次不足1万亿元。,2025-04-03 06:00:03,http://finance.eastmoney.com/a/202504023363904913.html
东方财富财经早餐 4月2日周三,【东方财富财经早餐 4月2日周三】1、三部门：支持保险公司发起设立私募证券基金，投资股市并长期持有。2、王毅谈中美贸易战：若美继续搞各种讹诈，中方必将坚决反制。3、雷军回应安徽SU7事故：无论发生什么，小米都不会回避。,2025-04-02 06:00:14,http://finance.eastmoney.com/a/202504023362793011.html
东方财富财经早餐 4月1日周二,【东方财富财经早餐 4月1日周二】1、《求是》杂志发表习近平总书记重要文章《朝着建成科技强国的宏伟目标奋勇前进》。2、中办、国办发布关于健全社会信用体系的意见。3、国资委：瞄准人工智能、量子科技等前沿颠覆性领域加强布局。,2025-04-01 06:00:25,http://finance.eastmoney.com/a/202504013361479978.html
东方财富财经早餐 3月31日周一,【东方财富财经早餐 3月31日周一】1、财政部出资5000亿元，四大银行融资方案公布。2、中办、国办印发《逐步把永久基本农田建成高标准农田实施方案》。3、多家银行信用消费贷利率4月起将阶段性上调，利率3%以下消费贷或被叫停。,2025-03-31 06:00:09,http://finance.eastmoney.com/a/202503313360309846.html
东方财富财经早餐 3月28日周五,【东方财富财经早餐 3月28日周五】1、央行副行长宣昌能：将根据国内外经济金融形势择机降准降息。2、商务部：美方就关税问题接受磋商，中方将推进后续程序。3、三部门印发轻工业数字化转型实施方案，深化人工智能赋能应用。,2025-03-28 06:00:52,http://finance.eastmoney.com/a/202503283358447031.html
东方财富财经早餐 3月27日周四,【东方财富财经早餐 3月27日周四】1、美总统特朗普宣布对所有进口汽车征收25%关税，关税将于4月2日生效。2、国务院办公厅转发商务部《关于支持国际消费中心城市培育建设的若干措施》。3、上海加码智算云产业，规模力争三年突破2000亿，自主可控算力占比超七成。,2025-03-27 06:00:53,http://finance.eastmoney.com/a/202503273357165113.html
东方财富财经早餐 3月26日周三,【东方财富财经早餐 3月26日周三】1、张国清在平台企业调研时强调，持续提升市场监管效能，促进平台经济健康发展。2、商务部：将会同有关部门出台离境退税针对性措施，增加退税商店数量。3、国资委：中央企业人工智能产业发展将进一步提速加力。,2025-03-26 06:00:39,http://finance.eastmoney.com/a/202503253355856559.html
东方财富财经早餐 3月25日周二,【东方财富财经早餐 3月25日周二】1、李强签署国务院令，公布《实施〈中华人民共和国反外国制裁法〉的规定》。2、财政部：支持全方位扩大国内需求，大力提振消费。3、央行：3月25日将开展4500亿元MLF操作，期限为1年期。,2025-03-25 06:00:36,http://finance.eastmoney.com/a/202503243354591923.html
东方财富财经早餐 3月24日周一,【东方财富财经早餐 3月24日周一】1、国常会研究建立健全涉企收费长效监管机制有关举措。2、央行：根据国内外经济金融形势和金融市场运行情况，择机降准降息。3、2025中国发展高层论坛：我国将综合施策扩大消费。,2025-03-24 06:00:24,http://finance.eastmoney.com/a/202503243353365726.html
东方财富财经早餐 3月21日周五,【东方财富财经早餐 3月21日周五】1、李强：加大引资稳资力度，更好地支持外资企业发展。2、国办印发《关于提升中药质量促进中医药产业高质量发展的意见》。3、7499元起！华为发布阔折叠手机Pura X。,2025-03-21 06:00:04,http://finance.eastmoney.com/a/202503203351572271.html
东方财富财经早餐 3月20日周四,【东方财富财经早餐 3月20日周四】1、中办、国办发布关于进一步强化食品安全全链条监管的意见。2、腾讯：AI战略进入重投入期，今年回购规模至少800亿港元。3、美联储如期按兵不动，预计今年将降息两次。,2025-03-20 06:00:13,http://finance.eastmoney.com/a/202503193350370566.html
东方财富财经早餐 3月19日周三,【东方财富财经早餐 3月19日周三】1、美国总统称中美领导人将在近期举行会谈，外交部回应。2、三部门：支持国三、国四排放标准营运货车报废更新，加快更新一批高标准低排放营运货车。3、黄仁勋GTC演讲：Blackwell Ultra和Rubin今明年出货，发布人形机器人模型GR00T N1。,2025-03-19 06:00:17,http://finance.eastmoney.com/a/202503193349248557.html
东方财富财经早餐 3月18日周二,【东方财富财经早餐 3月18日周二】1、国家发改委李春临：促消费文件首提稳股市、稳楼市，努力让老百姓消费底气更足。2、央行：加快金融数字化智能化转型，安全稳妥有序推进人工智能大模型等在金融领域应用。3、商务部：将组织开展汽车流通消费改革试点。,2025-03-18 06:00:36,http://finance.eastmoney.com/a/202503183348078557.html
东方财富财经早餐 3月17日周一,【东方财富财经早餐 3月17日周一】1、中办、国办近日印发《提振消费专项行动方案》。2、央行：广义货币(M2)余额320.52万亿元，同比增长7%。3、证监会、公安机关整治股市虚假“小作文”。,2025-03-17 06:00:33,http://finance.eastmoney.com/a/202503173346980556.html
东方财富财经早餐 3月14日周五,【东方财富财经早餐 3月14日周五】1、央行：根据国内外经济金融形势和金融市场运行情况，择机降准降息。2、呼和浩特发布育儿补贴细则：生育一孩补贴1万、二孩补贴5万、三孩补贴10万。3、上交所：大力支持突破关键核心技术的优质科技型企业发行上市。,2025-03-14 06:00:39,http://finance.eastmoney.com/a/202503143345252154.html
东方财富财经早餐 3月13日周四,【东方财富财经早餐 3月13日周四】1、国常会讨论通过《国务院2025年重点工作分工方案》。2、工信部：加快6G研发进程，推进算力中心建设布局优化。3、美方对所有进口钢铝征收25%关税，外交部回应。,2025-03-13 06:00:07,http://finance.eastmoney.com/a/202503133344027581.html
东方财富财经早餐 3月12日周三,【东方财富财经早餐 3月12日周三】1、证监会：全力巩固市场回稳向好势头，全面启动实施新一轮资本市场改革。2、媒体称中美领导人将于下月在中国会晤？外交部回应。3、美国白宫贸易顾问：12日不会对加拿大钢铝产品征收50%关税。,2025-03-12 06:00:08,http://finance.eastmoney.com/a/202503113342767370.html
东方财富财经早餐 3月11日周二,【东方财富财经早餐 3月11日周二】1、特朗普正考虑限制DeepSeek的措施，外交部：一贯反对泛化国家安全概念。2、广东发布推动人工智能与机器人产业创新发展若干政策措施。3、Manus创始人透露：产品基于阿里千问大模型开发。,2025-03-11 06:00:19,http://finance.eastmoney.com/a/202503103341603714.html
东方财富财经早餐 3月10日周一,【东方财富财经早餐 3月10日周一】1、住建部部长：新建住宅层高标准不低于三米。2、四部门联合开展数字乡村强农惠农富农专项行动。3、Manus海外社交平台账号已恢复，称很快会分享很酷的用例和更新。,2025-03-10 06:00:13,http://finance.eastmoney.com/a/202503103340572257.html
东方财富财经早餐 3月7日周五,【东方财富财经早餐 3月7日周五】1、吴清：对投资者深恶痛绝的违法违规行为依法快查严惩。2、潘功胜：将会同证监会等部门，创新推出债券市场的科技板。3、DeepSeek之后又一个王炸！会自主干活的Manus一夜爆火。,2025-03-07 06:00:15,http://finance.eastmoney.com/a/202503073338927375.html
东方财富财经早餐 3月6日周四,【东方财富财经早餐 3月6日周四】1、习近平：经济大省要挑大梁为全国发展大局作贡献。2、政府工作报告：2025年GDP增长预期目标为5%左右。3、特朗普呼吁废除《芯片法案》，取消拨款以减少赤字。,2025-03-06 06:00:03,http://finance.eastmoney.com/a/202503053337583465.html
东方财富财经早餐 3月5日周三,【东方财富财经早餐 3月5日周三】1、国务院关税税则委员会：对原产于美国的部分进口商品加征关税。2、海关总署：暂停美国3家企业大豆输华资质，暂停美国原木进口。3、十四届全国人大三次会议将于3月5日上午9时在北京开幕。,2025-03-05 06:00:08,http://finance.eastmoney.com/a/202503043336326031.html
东方财富财经早餐 3月4日周二,【东方财富财经早餐 3月4日周二】1、中国正研究反制措施应对美国再次加税？外交部回应。2、《深圳市加快打造人工智能先锋城市行动计划（2025—2026年）》发布。3、中国信通院拟于3月12日举办AI眼镜产业推进专题研讨会。,2025-03-04 06:00:57,http://finance.eastmoney.com/a/202503043335188172.html
东方财富财经早餐 3月3日周一,【东方财富财经早餐 3月3日周一】1、央行等五部门：支持民营企业通过资本市场发展壮大。2、上交所：下一步将推动更多优质民营科技型企业在科创板发行上市。3、DeepSeek首次披露：理论成本利润率545%。,2025-03-03 06:00:02,http://finance.eastmoney.com/a/202503033334007575.html
东方财富财经早餐 2月28日周五,【东方财富财经早餐 2月28日周五】1、两部门：探索完善新能源汽车全产业链金融服务，加大对充电基础设施领域的金融支持。2、国家能源局：光伏内卷式竞争仍未根本解决，正在配合有关部门研究完善政策措施。3、小米“双Ultra”发布会：汽车售价52.99万，手机定价6499起。,2025-02-28 06:00:17,http://finance.eastmoney.com/a/202502273332052358.html
东方财富财经早餐 2月27日周四,【东方财富财经早餐 2月27日周四】1、中金与银河合并？两大券商双双回应。2、白宫官员称中国破坏竞争、控制全球铜生产，外交部回应。3、乌总理：乌美已制定矿产协议最终版本，乌政府将进行审议。,2025-02-27 06:00:58,http://finance.eastmoney.com/a/202502263330630795.html
东方财富财经早餐 2月26日周三,【东方财富财经早餐 2月26日周三】1、美国施压盟友升级对中国芯片产业限制，外交部回应。2、特斯拉客服回应在华软件更新：仅为L2级智能辅助驾驶，尚无法实现完全自动驾驶。3、全固态电池预计2027年开始装车。,2025-02-26 06:00:21,http://finance.eastmoney.com/a/202502263329378086.html
东方财富财经早餐 2月25日周二,【东方财富财经早餐 2月25日周二】1、吴清：资本市场加大力度培育壮大科技领军企业和链主型龙头企业。2、特斯拉据悉已准备在华更新软件部署FSD功能。3、生态环境部等16部门：加强生态环境领域科技创新，推动美丽中国建设。,2025-02-25 06:00:10,http://finance.eastmoney.com/a/202502253328109655.html
东方财富财经早餐 2月24日周一,【东方财富财经早餐 2月24日周一】1、2025年中央一号文件发布，提出扎实推进乡村全面振兴。2、国常会审议通过《健全新能源汽车动力电池回收利用体系行动方案》。3、国务院国资委部署深化中央企业“AI+”专项行动。,2025-02-24 06:00:08,http://finance.eastmoney.com/a/202502233326924973.html
东方财富财经早餐 2月21日周五,【东方财富财经早餐 2月21日周五】1、李强：要大力促进科技消费，释放人工智能终端产品等消费潜力。2、央行：用好股票回购增持再贷款，维护资本市场稳定运行。3、幻方量化管理规模骤降？最新求证：当前规模约500亿元。,2025-02-21 06:00:12,http://finance.eastmoney.com/a/202502203325180367.html
东方财富财经早餐 2月20日周四,【东方财富财经早餐 2月20日周四】1、两部门：鼓励外资在华开展股权投资，引导更多优质外资长期投资我国上市公司。2、蚂蚁大动作！进军人形机器人。3、苹果发布4499元廉价版iPhone，也能运行AI模型。,2025-02-20 06:00:53,http://finance.eastmoney.com/a/202502203323990050.html
东方财富财经早餐 2月19日周三,【东方财富财经早餐 2月19日周三】1、潘功胜：中国政府将实施更加积极的财政政策和适度宽松的货币政策。2、登顶全球动画电影票房榜，《哪吒2》21天超123.19亿。3、华为确认L3级自动驾驶今年将逐步开启商用化，极氪、岚图等竞相布局。,2025-02-19 06:00:28,http://finance.eastmoney.com/a/202502193322724932.html
东方财富财经早餐 2月18日周二,【东方财富财经早餐 2月18日周二】1、习近平：民营经济发展前景广阔大有可为，民营企业和民营企业家大显身手正当其时。2、八部门印发《新型储能制造业高质量发展行动方案》。3、高盛最新发声！人工智能或为中国股市吸引2000亿美元净流入。,2025-02-18 06:00:15,http://finance.eastmoney.com/a/202502183321417216.html
东方财富财经早餐 2月17日周一,【东方财富财经早餐 2月17日周一】1、央行：1月人民币贷款增加5.13万亿、社融增量7.06万亿，1月末M2余额同比增长7%。2、中国信达、长城资产、东方资产同日官宣部分股权划转至中央汇金。3、微信搜索接入DeepSeek-R1，目前处于灰度测试阶段。,2025-02-17 06:00:08,http://finance.eastmoney.com/a/202502163320336331.html
