债券代码,债券名称,正股代码,正股名称,债券评级,申购日期,发行规模(亿),网上发行中签率(%),上市日期,到期日期,期限(年),利率说明
123158,宙邦转债,300037,新宙邦,AA,2022-09-26 00:00:00,19.7,0.0055403768,2022-10-21 00:00:00,2028-09-26 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
110090,爱迪转债,600933,爱柯迪,AA,2022-09-23 00:00:00,15.7,0.00326889,2022-10-28 00:00:00,2028-09-23 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.30%、第五年1.50%、第六年1.80%。
127073,天赐转债,002709,天赐材料,AA,2022-09-23 00:00:00,34.105,0.0106411116,2022-10-27 00:00:00,2027-09-23 00:00:00,5,第一年0.3%、第二年0.5%、第三年0.8%、第四年1.5%、第五年1.8%。
118020,芳源转债,688148,芳源股份,BBB,2022-09-23 00:00:00,6.42,0.0030282,2022-11-07 00:00:00,2028-09-23 00:00:00,6,第一年0.5%、第二年0.6%、第三年1.2%、第四年2.6%、第五年3.4%、第六年3.5%。
110089,兴发转债,600141,兴发集团,AA+,2022-09-22 00:00:00,28.0,0.00735328,2022-10-31 00:00:00,2028-09-22 00:00:00,6,第一年0.2%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
127072,博实转债,002698,博实股份,AA,2022-09-22 00:00:00,4.5,0.0013565036,2022-11-03 00:00:00,2028-09-22 00:00:00,6,"第一年0.30%,第二年0.50%,第三年1.00%,第四年1.50%,第五年1.80%,第六年2.00%。"
118019,金盘转债,688676,金盘科技,AA,2022-09-16 00:00:00,9.76702,0.00307878,2022-10-13 00:00:00,2024-05-28 00:00:00,1.6986,本次发行的可转换公司债券票面利率为第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113658,密卫转债,603713,密尔克卫,AA-,2022-09-16 00:00:00,8.72388,0.00278074,2022-10-25 00:00:00,2027-09-16 00:00:00,5,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年2.0%。
113062,常银转债,601128,常熟银行,AAA,2022-09-15 00:00:00,60.0,0.01924535,2022-10-17 00:00:00,2028-09-15 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.20%、第二年0.40%、第三年0.70%、第四年1.00%、第五年1.30%、第六年1.80%。
110088,淮22转债,600985,淮北矿业,AAA,2022-09-14 00:00:00,30.0,0.00498591,2022-10-20 00:00:00,2024-04-03 00:00:00,1.5534,第一年为0.2%、第二年为0.5%、第三年为1.0%、第四年为1.5%、第五年为1.8%、第六年为2.0%。到期赎回价格为106元(含最后一期利息)。
113656,嘉诚转债,603535,嘉诚国际,AA-,2022-09-01 00:00:00,8.0,0.00126608,2022-10-12 00:00:00,2028-09-01 00:00:00,6,第一年0.30%、第二年0.40%、第三年0.80%、第四年1.50%、第五年2.00%、第六年3.00%。
123157,科蓝转债,300663,科蓝软件,A,2022-08-30 00:00:00,4.946,0.0031160271,2022-09-20 00:00:00,2028-08-30 00:00:00,6,第一年为0.30%、第二年为0.40%、第三年为0.80%、第四年为1.50%、第五年为2.30%、第六年为3.00%。
127071,天箭转债,003009,中天火箭,AA+,2022-08-22 00:00:00,4.95,0.0023799411,2022-09-19 00:00:00,2028-08-22 00:00:00,6,第一年0.2%、第二年0.3%、第三年0.4%、第四年1.5%、第五年1.8%、第六年2.0%。
118018,瑞科转债,688323,瑞华泰,A,2022-08-18 00:00:00,4.3,0.00172772,2022-09-14 00:00:00,2028-08-18 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
127070,大中转债,001203,大中矿业,AA,2022-08-17 00:00:00,15.2,0.0019145637,2022-10-11 00:00:00,2028-08-17 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123156,博汇转债,300839,博汇股份,A,2022-08-16 00:00:00,3.97,0.0005633815,2022-09-02 00:00:00,2025-08-20 00:00:00,3.0137,第一年为0.40%、第二年为0.60%、第三年为1.10%、第四年为1.80%、第五年为2.40%、第六年为3.00%。
127068,顺博转债,002996,顺博合金,AA-,2022-08-12 00:00:00,8.3,0.0007501551,2022-09-07 00:00:00,2028-08-12 00:00:00,6,"本次发行的可转债票面利率第一年为0.3%,第二年为0.6%,第三年为1.0%,第四年为1.6%,第五年为2.0%,第六年为2.5%。"
123155,中陆转债,301040,中环海陆,A+,2022-08-12 00:00:00,3.6,0.0007387851,2022-08-31 00:00:00,2028-08-12 00:00:00,6,第一年为0.40%、第二年为0.60%、第三年为1.20%、第四年为1.80%、第五年为2.50%、第六年为3.00%。
127069,小熊转债,002959,小熊电器,AA-,2022-08-12 00:00:00,5.36,0.0005793748,2022-09-07 00:00:00,2028-08-12 00:00:00,6,"第一年为0.40%,第二年为0.60%,第三年为1.00%,第四年为1.60%,第五年为2.50%,第六年为3.00%。"
111006,嵘泰转债,605133,嵘泰股份,AA-,2022-08-11 00:00:00,6.5067,0.00102065,2022-09-21 00:00:00,2023-05-10 00:00:00,0.7452,"第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年2.00%、第六年3.00%,到期赎回价为115元(含最后一期利息)。"
118017,深科转债,688328,深科达,A+,2022-08-08 00:00:00,3.6,0.0007305,2022-08-29 00:00:00,2024-01-10 00:00:00,1.4247,本次发行的可转债票面利率为第一年0.3%、第二年0.5%、第三年1.0%、第四年1.8%、第五年2.5%、第六年3.0%。
113655,欧22转债,603833,欧派家居,AA,2022-08-05 00:00:00,20.0,0.00185123,2022-09-01 00:00:00,2028-08-05 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
118016,京源转债,688096,京源环保,A,2022-08-05 00:00:00,3.325,0.00085802,2022-08-25 00:00:00,2028-08-05 00:00:00,6,本次发行的可转债票面利率设定为:本次发行的可转债票面利率为第一年0.50%、第二年0.70%、第三年1.00%、第四年2.00%、第五年2.50%、第六年3.00%。
123154,火星转债,300894,火星人,AA-,2022-08-05 00:00:00,5.28999,0.0012387727,2022-08-23 00:00:00,2028-08-05 00:00:00,6,第一年为0.30%、第二年为0.50%、第三年为1.00%、第四年为1.50%、第五年为2.00%、第六年为3.00%。
113654,永02转债,603901,永创智能,AA-,2022-08-04 00:00:00,6.10547,0.00157357,2022-09-01 00:00:00,2028-08-04 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.30%、第二年0.40%、第三年1.00%、第四年1.50%、第五年2.00%、第六年2.50%。
113653,永22转债,603681,永冠新材,AA-,2022-07-28 00:00:00,7.7,0.00109856,2022-08-26 00:00:00,2028-07-28 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
113652,伟22转债,603568,伟明环保,AA,2022-07-22 00:00:00,14.77,0.00085852,2022-08-12 00:00:00,2028-07-22 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.80%、第四年1.50%、第五年1.80%、第六年2.00%。
118015,芯海转债,688595,芯海科技,A+,2022-07-21 00:00:00,4.1,0.00121976,2022-08-18 00:00:00,2028-07-21 00:00:00,6,第一年0.40%、第二年0.70%、第三年1.20%、第四年1.80%、第五年2.40%、第六年3.00%。
123153,英力转债,300956,英力股份,A+,2022-07-21 00:00:00,3.4,0.0004921466,2022-08-11 00:00:00,2024-07-19 00:00:00,1.9973,第一年0.40%、第二年0.60%、第三年1.20%、第四年1.80%、第五年2.50%、第六年3.00%。
123152,润禾转债,300727,润禾材料,A+,2022-07-21 00:00:00,2.9235,0.000613369,2022-08-11 00:00:00,2025-04-14 00:00:00,2.7342,"第一年0.40%,第二年0.60%,第三年1.20%,第四年1.80%,第五年2.50%,第六年3.00%。"
127067,恒逸转2,000703,恒逸石化,AA+,2022-07-21 00:00:00,30.0,0.0037880595,2022-08-18 00:00:00,2028-07-21 00:00:00,6,第一年0.2%、第二年0.3%、第三年0.4%、第四年1.5%、第五年1.8%、第六年2.0%。
113651,松霖转债,603992,松霖科技,AA,2022-07-20 00:00:00,6.1,0.00038283,2022-08-17 00:00:00,2028-07-20 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
118014,高测转债,688556,高测股份,A+,2022-07-18 00:00:00,4.833,0.00132505,2022-08-12 00:00:00,2025-09-09 00:00:00,3.1479,第一年0.20%、第二年0.40%、第三年0.80%、第四年1.20%、第五年1.60%、第六年2.00%。
113061,拓普转债,601689,拓普集团,AA+,2022-07-14 00:00:00,25.0,0.00267601,2022-08-12 00:00:00,2025-03-14 00:00:00,2.6685,第一年0.2%、第二年0.4%、第三年0.6%、第四年1.5%、第五年1.8%、第六年2.0%。
127066,科利转债,002850,科达利,AA,2022-07-08 00:00:00,15.343705,0.0038676044,2022-08-03 00:00:00,2028-07-08 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
118013,道通转债,688208,道通科技,AA,2022-07-08 00:00:00,12.8,0.0036183,2022-07-28 00:00:00,2028-07-08 00:00:00,6,本次发行的可转债票面利率为第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
118012,微芯转债,688321,微芯生物,A+,2022-07-05 00:00:00,5.0,0.00190876,2022-07-28 00:00:00,2028-07-05 00:00:00,6,本次发行的可转债票面利率为第一年0.40%、第二年0.60%、第三年1.20%、第四年1.80%、第五年2.50%、第六年3.00%。
118011,银微转债,688689,银河微电,A+,2022-07-04 00:00:00,5.0,0.00186904,2022-08-02 00:00:00,2028-07-04 00:00:00,6,"本次发行的可转债票面利率为第一年0.40%,第二年0.60%,第三年1.20%,第四年1.80%,第五年2.40%,第六年3.00%。"
113650,博22转债,603916,苏博特,AA-,2022-07-01 00:00:00,8.0,0.00218809,2022-07-28 00:00:00,2028-07-01 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年2.00%、第六年3.00%。
123151,康医转债,300869,康泰医学,A+,2022-07-01 00:00:00,7.0,0.0022130983,2022-07-20 00:00:00,2028-07-01 00:00:00,6,第一年为0.40%、第二年为0.70%、第三年为1.20%、第四年为1.80%、第五年为2.50%、第六年为3.00%。
123150,九强转债,300406,九强生物,AA-,2022-06-30 00:00:00,11.39,0.0033260952,2022-07-20 00:00:00,2028-06-30 00:00:00,6,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年2.3%、第六年3.0%。
118010,洁特转债,688026,洁特生物,A+,2022-06-28 00:00:00,4.4,0.00128853,2022-08-02 00:00:00,2028-06-28 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113649,丰山转债,603810,丰山集团,AA-,2022-06-27 00:00:00,5.0,0.0007255,2022-07-21 00:00:00,2028-06-27 00:00:00,6,"第一年0.3%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.0%、第六年3.0%,到期赎回价为115元(含最后一期利息)。"
118009,华锐转债,688059,华锐精密,A+,2022-06-24 00:00:00,4.0,0.00097933,2022-07-21 00:00:00,2028-06-24 00:00:00,6,"第一年0.30%,第二年0.50%,第三年1.00%,第四年1.80%,第五年2.50%,第六年3.00%。"
110087,天业转债,600075,新疆天业,AA+,2022-06-23 00:00:00,30.0,0.0062116,2022-07-19 00:00:00,2028-06-23 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
118008,海优转债,688680,海优新材,A,2022-06-23 00:00:00,6.94,0.00217149,2022-07-21 00:00:00,2028-06-23 00:00:00,6,本次发行的可转债票面利率为第一年0.30%、第二年0.40%、第三年0.80%、第四年1.60%、第五年2.20%、第六年2.70%。
111005,富春转债,605189,富春染织,AA-,2022-06-23 00:00:00,5.7,0.00047414,2022-07-25 00:00:00,2028-06-23 00:00:00,6,"第一年0.30%,第二年0.50%,第三年1.00%,第四年1.50%,第五年1.80%,第六年2.50%,到期赎回价格为108.30元(含最后一期利息)。"
127065,瑞鹄转债,002997,瑞鹄模具,A+,2022-06-22 00:00:00,4.398,0.0006807533,2022-07-27 00:00:00,2024-04-01 00:00:00,1.7781,第一年0.4%、第二年0.6%、第三年1.1%、第四年1.8%、第五年2.5%、第六年3.0%。
123149,通裕转债,300185,通裕重工,AA,2022-06-20 00:00:00,14.8472,0.004226389,2022-07-15 00:00:00,2028-06-20 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113060,浙22转债,601878,浙商证券,AAA,2022-06-14 00:00:00,70.0,0.011774,2022-07-08 00:00:00,2024-11-28 00:00:00,2.4603,第一年0.2%、第二年0.4%、第三年0.6%、第四年1.0%、第五年1.5%、第六年2.0%。
123148,上能转债,300827,上能电气,A+,2022-06-14 00:00:00,4.2,0.0014433022,2022-07-01 00:00:00,2023-05-30 00:00:00,0.9589,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.80%、第五年2.50%、第六年2.80%。
123147,中辰转债,300933,中辰股份,AA-,2022-05-31 00:00:00,5.70537,0.0012720896,2022-06-21 00:00:00,2028-05-31 00:00:00,6,第一年0.30%、第二年0.50%、第三年0.80%、第四年1.50%、第五年2.00%、第六年2.50%。
113059,福莱转债,601865,福莱特,AA,2022-05-20 00:00:00,40.0,0.00327735,2022-06-13 00:00:00,2028-05-20 00:00:00,6,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
127064,杭氧转债,002430,杭氧股份,AA+,2022-05-19 00:00:00,11.37,0.0018155797,2022-07-05 00:00:00,2028-05-19 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.2%、第二年0.4%、第三年0.6%、第四年1.5%、第五年1.8%、第六年2.0%。
123146,中环转2,300692,中环环保,AA-,2022-05-06 00:00:00,8.64,0.0028708956,2022-05-26 00:00:00,2028-05-06 00:00:00,6,第一年0.30%、第二年0.60%、第三年1.00%、第四年1.60%、第五年2.50%、第六年3.00%。
113648,巨星转债,603477,巨星农牧,AA-,2022-04-25 00:00:00,10.0,0.00217775,2022-05-17 00:00:00,2028-04-25 00:00:00,6,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年2.25%、第六年3.00%。
127063,贵轮转债,000589,贵州轮胎,AA,2022-04-22 00:00:00,18.0,0.0060069146,2022-05-30 00:00:00,2024-04-25 00:00:00,2.011,"第一年0.30%,第二年0.50%,第三年1.00%,第四年1.50%,第五年1.80%,第六年2.00%。"
110086,精工转债,600496,精工钢构,AA,2022-04-22 00:00:00,20.0,0.00667805,2022-05-23 00:00:00,2028-04-22 00:00:00,6,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
113647,禾丰转债,603609,禾丰股份,AA,2022-04-22 00:00:00,15.0,0.00373098,2022-05-18 00:00:00,2028-04-22 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
127062,垒知转债,002398,垒知集团,AA-,2022-04-21 00:00:00,3.963,0.0011674071,2022-05-20 00:00:00,2028-04-21 00:00:00,6,"第一年为0.40%,第二年为0.60%,第三年为1.00%,第四年为1.50%,第五年为2.00%,第六年为3.00%。"
127061,美锦转债,000723,美锦能源,A+,2022-04-20 00:00:00,35.9,0.024350407,2022-05-30 00:00:00,2028-04-20 00:00:00,6,第一年0.30%、第二年0.40%、第三年0.80%、第四年1.60%、第五年2.50%、第六年3.00%。
123145,药石转债,300725,药石科技,AA,2022-04-20 00:00:00,11.5,0.0029664999,2022-05-18 00:00:00,2025-09-18 00:00:00,3.4164,第一年为0.3%、第二年为0.5%、第三年为1.0%、第四年为1.5%、第五年为1.8%、第六年为2.0%。
127060,湘佳转债,002982,湘佳股份,A+,2022-04-19 00:00:00,6.4,0.0020221327,2022-06-10 00:00:00,2028-04-19 00:00:00,6,本次发行的可转债票面利率第一年0.2%、第二年0.4%、第三年0.8%、第四年1.2%、第五年1.6%、第六年2.0%。
113644,艾迪转债,603638,艾迪精密,AA-,2022-04-15 00:00:00,10.0,0.00432829,2022-05-12 00:00:00,2028-04-15 00:00:00,6,本次发行的可转债票面利率为:第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年2.0%、第六年3.0%。
113646,永吉转债,603058,永吉股份,AA-,2022-04-14 00:00:00,1.45868,0.00044656,2022-05-17 00:00:00,2028-04-14 00:00:00,6,本次发行的可转债票面利率第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.50%。
123144,裕兴转债,300305,裕兴股份,A+,2022-04-11 00:00:00,6.0,0.0020619353,2022-04-27 00:00:00,2028-04-11 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年2.00%、第六年3.00%。
127059,永东转2,002753,永东股份,AA-,2022-04-08 00:00:00,3.8,0.0013359626,2022-05-16 00:00:00,2028-04-08 00:00:00,6,"第一年为0.4%,第二年为0.6%,第三年为1.0%,第四年为1.5%,第五年为2.0%,第六年为3.0%。"
123143,胜蓝转债,300843,胜蓝股份,AA-,2022-03-31 00:00:00,3.3,0.0003930271,2022-04-22 00:00:00,2024-12-04 00:00:00,2.6822,"第一年为0.40%,第二年为0.60%,第三年为1.0%,第四年为1.50%,第五年为2.00%,第六年为2.50%。"
113058,友发转债,601686,友发集团,AA,2022-03-30 00:00:00,20.0,0.00137217,2022-04-26 00:00:00,2028-03-30 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
111004,明新转债,605068,明新旭腾,AA-,2022-03-30 00:00:00,6.73,0.00073578,2022-04-25 00:00:00,2028-03-30 00:00:00,6,第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.5%、第六年3.0%。
113643,风语转债,603466,风语筑,AA-,2022-03-25 00:00:00,5.0,0.00325335,2022-04-22 00:00:00,2028-03-25 00:00:00,6,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年2.0%、第六年2.5%。
113057,中银转债,601881,中国银河,AAA,2022-03-24 00:00:00,78.0,0.06376974,2022-05-10 00:00:00,2023-12-19 00:00:00,1.7397,第一年0.2%、第二年0.4%、第三年0.6%、第四年1.0%、第五年1.8%、第六年2.0%。
113056,重银转债,601963,重庆银行,AAA,2022-03-23 00:00:00,130.0,0.03014188,2022-04-14 00:00:00,2028-03-23 00:00:00,6,第一年0.20%、第二年0.40%、第三年1.00%、第四年1.70%、第五年2.50%、第六年3.50%。
118007,山石转债,688030,山石网科,A,2022-03-22 00:00:00,2.6743,0.00178881,2022-04-21 00:00:00,2028-03-22 00:00:00,6,第一年0.4%、第二年0.7%、第三年1.2%、第四年1.8%、第五年2.5%、第六年2.8%。
123142,申昊转债,300853,申昊科技,A-,2022-03-18 00:00:00,5.5,0.001392411,2022-04-11 00:00:00,2028-03-18 00:00:00,6,第一年为0.3%、第二年为0.5%、第三年为1.0%、第四年为1.8%、第五年为2.4%、第六年为3.0%。
127058,科伦转债,002422,科伦药业,AA+,2022-03-18 00:00:00,30.0,0.0051215886,2022-04-20 00:00:00,2024-04-01 00:00:00,2.0411,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
123141,宏丰转债,300283,温州宏丰,BBB+,2022-03-15 00:00:00,3.2126,0.0009422475,2022-04-08 00:00:00,2025-08-29 00:00:00,3.4603,"第一年为0.5%,第二年为0.7%,第三年为1.0%,第四年为2.0%,第五年为2.5%,第六年为3.0%。"
118006,阿拉转债,688179,阿拉丁,A+,2022-03-15 00:00:00,3.874,0.00076689,2022-04-12 00:00:00,2028-03-15 00:00:00,6,本次发行的可转债票面利率为第一年0.4%、第二年0.7%、第三年1.2%、第四年1.8%、第五年2.5%、第六年3.0%。
123140,天地转债,300743,天地数码,A,2022-03-14 00:00:00,1.72,0.000629557,2022-03-30 00:00:00,2023-11-06 00:00:00,1.6493,第一年为0.5%、第二年为0.7%、第三年为1.2%、第四年为1.8%、第五年为2.2%、第六年为2.5%。
123139,铂科转债,300811,铂科新材,A+,2022-03-11 00:00:00,4.3,0.0008798924,2022-03-31 00:00:00,2022-12-01 00:00:00,0.726,第一年0.40%、第二年0.60%、第三年1.20%、第四年1.80%、第五年2.50%、第六年3.00%。
111003,聚合转债,605166,聚合顺,AA-,2022-03-07 00:00:00,2.04,0.00044739,2022-04-19 00:00:00,2028-03-07 00:00:00,6,第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.5%、第六年3.0%。
113055,成银转债,601838,成都银行,AAA,2022-03-03 00:00:00,80.0,0.01399719,2022-04-06 00:00:00,2025-02-06 00:00:00,2.9342,第一年0.20%、第二年0.40%、第三年0.70%、第四年1.20%、第五年1.70%、第六年2.00%。
127057,盘龙转债,002864,盘龙药业,A+,2022-03-03 00:00:00,2.76,0.0004537589,2022-04-08 00:00:00,2023-03-30 00:00:00,1.074,本次发行的可转债票面利率第一年0.40%、第二年0.70%、第三年1.20%、第四年1.80%、第五年2.40%、第六年3.00%。
123138,丝路转债,300556,丝路视觉,A,2022-03-02 00:00:00,2.4,0.0012497809,2022-03-22 00:00:00,2028-03-02 00:00:00,6,第一年为0.5%、第二年为0.7%、第三年为1.2%、第四年为1.8%、第五年为2.5%、第六年为3.0%。
113642,上22转债,603185,弘元绿能,AA-,2022-03-01 00:00:00,24.7,0.00324259,2022-04-06 00:00:00,2022-11-16 00:00:00,0.7123,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
127056,中特转债,000708,中信特钢,AAA,2022-02-25 00:00:00,50.0,0.0165737615,2022-04-15 00:00:00,2028-02-25 00:00:00,6,第一年0.2%、第二年0.4%、第三年0.9%、第四年1.3%、第五年1.6%、第六年2.0%。
113054,绿动转债,601330,绿色动力,AA+,2022-02-25 00:00:00,23.6,0.0154616,2022-03-23 00:00:00,2028-02-25 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
110085,通22转债,600438,通威股份,AAA,2022-02-24 00:00:00,120.0,0.01949866,2022-03-18 00:00:00,2028-02-24 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
113641,华友转债,603799,华友钴业,AA+,2022-02-24 00:00:00,76.0,0.01730114,2022-03-23 00:00:00,2028-02-24 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
127055,精装转债,002989,中天精装,AA-,2022-02-22 00:00:00,5.77,0.0023831813,2022-03-24 00:00:00,2028-02-22 00:00:00,6,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年2.0%、第六年3.0%。
113640,苏利转债,603585,苏利股份,AA-,2022-02-16 00:00:00,9.57211,0.00091621,2022-03-10 00:00:00,2028-02-16 00:00:00,6,"第一年为0.4%,第二年为0.6%,第三年为1%,第四年为1.5%,第五年为2%,第六年为3%。"
127054,双箭转债,002381,双箭股份,AA,2022-02-11 00:00:00,5.1364,0.0009768991,2022-03-15 00:00:00,2028-02-11 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123137,锦浪转债,300763,锦浪科技,AA-,2022-02-10 00:00:00,8.97,0.0068897234,2022-03-02 00:00:00,2022-09-27 00:00:00,0.6274,"第一年0.30%,第二年0.40%,第三年1.00%,第四年1.50%,第五年2.00%,第六年2.50%。"
118005,天奈转债,688116,天奈科技,AA-,2022-01-27 00:00:00,8.3,0.00246365,2022-03-01 00:00:00,2028-01-27 00:00:00,6,"第一年0.30%,第二年0.50%,第三年1.00%,第四年1.50%,第五年1.80%,第六年2.00%。"
127053,豪美转债,002988,豪美新材,AA-,2022-01-24 00:00:00,8.24,0.0015482983,2022-03-04 00:00:00,2028-01-24 00:00:00,6,第一年为0.30%、第二年为0.60%、第三年为1.00%、第四年为1.60%、第五年为2.50%、第六年为3.00%。
113639,华正转债,603186,华正新材,AA+,2022-01-24 00:00:00,5.7,0.00346786,2022-02-22 00:00:00,2028-01-24 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
123136,城市转债,300778,新城市,AA-,2022-01-21 00:00:00,4.6,0.0004898785,2022-02-15 00:00:00,2023-07-05 00:00:00,1.4521,第一年0.30%、第二年0.50%、第三年0.80%、第四年1.60%、第五年2.50%、第六年3.00%。
113053,隆22转债,601012,隆基绿能,AAA,2022-01-05 00:00:00,70.0,0.02376563,2022-02-17 00:00:00,2028-01-05 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.80%、第四年1.20%、第五年1.60%、第六年2.00%。
118004,博瑞转债,688166,博瑞医药,AA-,2022-01-04 00:00:00,4.65,0.00185637,2022-01-27 00:00:00,2028-01-04 00:00:00,6,"本次发行的可转债票面利率第一年0.4%,第二年0.6%,第三年1.0%,第四年1.5%,第五年2.5%,第六年3.0%。"
113638,台21转债,603055,台华新材,AA,2021-12-29 00:00:00,6.0,0.0021851,2022-01-21 00:00:00,2027-12-29 00:00:00,6,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
123135,泰林转债,300813,泰林生物,A+,2021-12-28 00:00:00,2.1,0.0004374263,2022-01-19 00:00:00,2024-12-13 00:00:00,2.9616,第一年0.5%、第二年0.8%、第三年1.2%、第四年1.8%、第五年2.2%、第六年2.8%。
123134,卡倍转债,300863,卡倍亿,A+,2021-12-27 00:00:00,2.79,0.0005265447,2022-01-18 00:00:00,2023-03-15 00:00:00,1.2137,本次发行的可转债票面利率第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
113052,兴业转债,601166,兴业银行,AAA,2021-12-27 00:00:00,500.0,0.09857132,2022-01-14 00:00:00,2027-12-27 00:00:00,6,第一年0.20%、第二年0.40%、第三年1.00%、第四年1.50%、第五年2.30%、第六年3.00%。
110084,贵燃转债,600903,贵州燃气,AA,2021-12-27 00:00:00,10.0,0.00456848,2022-01-18 00:00:00,2027-12-27 00:00:00,6,"第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%,到期赎回价为110元(含最后一期利息)。"
127052,西子转债,002534,西子洁能,AA,2021-12-24 00:00:00,11.1,0.002976842,2022-01-24 00:00:00,2025-09-22 00:00:00,3.7479,本次发行的可转债票面利率设定为:第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
123133,佩蒂转债,300673,佩蒂股份,AA-,2021-12-22 00:00:00,7.2,0.0012533013,2022-01-21 00:00:00,2027-12-22 00:00:00,6,第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.0%、第六年2.5%。
113637,华翔转债,603112,华翔股份,AA-,2021-12-22 00:00:00,8.0,0.00164921,2022-01-20 00:00:00,2025-06-12 00:00:00,3.474,第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.5%、第六年3.0%。
123132,回盛转债,300871,回盛生物,AA-,2021-12-17 00:00:00,7.0,0.0022054859,2022-01-07 00:00:00,2025-05-21 00:00:00,3.4274,"第一年0.40%,第二年0.60%,第三年1.00%,第四年1.50%,第五年2.50%,第六年3.00%。"
113636,甬金转债,603995,甬金股份,AA-,2021-12-13 00:00:00,10.0,0.00154662,2021-12-31 00:00:00,2027-12-13 00:00:00,6,第一年0.30%、第二年0.50%、第三年0.80%、第四年1.50%、第五年2.50%、第六年3.00%。
