symbol,name,name_trans,sml_id,related_pair_ID
MM,Millimeter,MilliMeter,28877533.0,1178237.0
MCR,MineCrypto,MineCrypto,,
MINIKISH,Mini Kishu,Mini Kishu,,
MINIME,Mini Metis,Mini Metis,,
MIRAI,Mirai,Mirai,,
MMF,MM Finance,MM Finance,,
MMA,MMA Gaming,MMA Gaming,,
MJT,MojitoSwap,MojitoSwap,,
MONDAY,MondayClub,MondayClub,,
MONEY,MoneyTree,MoneyTree,,
MBS,MonkeyLeague,MonkeyLeague,,
mCELO,Moola Celo,Moola Celo,,
MOO,Moomonster,Moomonster,,
MOONTOKE,MoonToken,MoonToken,,
MNY,Moonie NFT,Moonie NFT,,
MOSHI,Moshiheads,Moshiheads,,
MOVE,MOVEI COIN,MOVEI COIN,,
MILK,MuesliSwap MILK,MuesliSwap MILK,,
MULTI,Multichain,Multichain,,
AI,Multiverse,Multiverse,,
MELON,Musk Melon,Musk Melon,,
RCH,MyRichFarm,MyRichFarm,,
MBT,MysticBets,MysticBets,,
NARUTO,Naruto Inu,Naruto Inu,,
NVA,Neeva Defi,Neeva Defi,,
NFT,NEFTiPEDiA,NEFTiPEDiA,,
N3DR,NeorderDAO,NeorderDAO,,
NTR,Nether NFT,Nether NFT,,
NFMON,NFMonsters,NFMonsters,,
NFTG,NFT Global,NFT Global,,
WRLD,NFT Worlds,NFT Worlds,,
NJF,NinjaFloki,NinjaFloki,,
CVD19,No COVID19,No COVID19,,
N3,Node Cubed,Node Cubed,,
NRA,Nora Token,Nora Token,,
NORTH,North Pole,North Pole,,
XSLR,NovaXSolar,NovaXSolar,,
ON,OFIN Token,OFIN Token,,
OH,Oh! Finance,Oh! Finance,,
OKLG,ok.lets.go.,ok.lets.go.,,
OKLP,OkLetsPlay,OkLetsPlay,,
OLIVE,Olive Cash,Olive Cash,,
OHM,Olympus v1,Olympus v1,,
OMAX,Omax Token,Omax Token,,
OAI,OMNI - People Driven,OMNI - People Driven,,
OMNIA,OmniaVerse,OmniaVerse,,
OLO,OolongSwap,OolongSwap,,
OPPA,OPPA Token,OPPA Token,,
OTIUM,Otium Tech,Otium Tech,,
OUSE,OUSE Token,OUSE Token,,
FUR,Pagan Gods,Pagan Gods,,
PANDA,Panda Coin,Panda Coin,,
EDEN,ParadiseFi,ParadiseFi,,
PARA,Para,Para,,
PRB,Paribu Net,Paribu Net,,
IPEGG,Parrot Egg,Parrot Egg,,
PATH,PathFundV2,PathFundV2,,
PIN,Pay It Now,Pay It Now,,
PEACE DO,Peace Doge,Peace Doge,,
PCHF,peachfolio,peachfolio,,
PENTA,PENTA,PENTA,,
PHONON,Phonon DAO,Phonon DAO,,
PHOTON,PhotonSwap,PhotonSwap,,
PIXELSQU,PixelSQUID,PixelSQUID,,
PIXEL,PixelVerse,PixelVerse,,
PIZZA,Pizza Game,Pizza Game,,
PLAY,Play Royal,Play Royal,,
PLAYA,Playground,Playground,,
PLCU,PLC Ultima,PLC Ultima,,
PLENTY,Plenty DeFi,Plenty DeFi,,
PLUGCN,Plug Chain,Plug Chain,,
RPC,Plutonians,Plutonians,,
NODE,PocketNode,PocketNode,,
MON,PocMon,PocMon,,
POLAR,Polar Sync,Polar Sync,,
POLP,PolkaParty,PolkaParty,,
POLT,Polkatrain,Polkatrain,,
DGOLD,PolyDragon,PolyDragon,,
POLX,Polylastic,Polylastic,,
PS1,POLYSPORTS,POLYSPORTS,,
POM,Pomeranian,Pomeranian,,
PRCH,Power Cash,Power Cash,,
PRM,PrismChain,PrismChain,26039373.0,1071927.0
PRZ,Prize Coin,Prize Coin,,
PROFIT,Profit Bls,Profit Bls,,
PHI,Prometheus,Prometheus,,
PROT,Prostarter,Prostarter,,
FLOOR,PUNK Floor,PUNK Floor,,
QHC,QChi Chain,QChi Chain,,
QAC,Quasarcoin,Quasarcoin,,
QUID,Quid Token,Quid Token,,
QZA,Quiz Arena,Quiz Arena,,
RBBT,RabbitCoin,兔子币,26042469.0,1072118.0
RAHO,Radio Hero,Radio Hero,,
RADIO,RadioShack,RadioShack,,
RAID,Raid Token,Raid Token,,
RANK,Rank Token,Rank Token,,
RARI,Rari Games,Rari Games,,
REAL,Real Realm,Real Realm,,
RBLS,Rebel Bots,Rebel Bots,,
REV,Revolution,Revolution,,
RVZ,Revoluzion,Revoluzion,,
RPC,Ripio Coin,Ripio Coin,,
RITE,ritestream,ritestream,,
RM,Rivermount,Rivermount,,
SLYR,RO Slayers,RO Slayers,,
ROAR,Roar Soltigers Token,Roar Soltigers Token,,
ROBO,Robo Token,Robo Token,,
RocketBU,RocketBUSD,RocketBUSD,,
ROGAN,Rogan Coin,Rogan Coin,,
ROPE,ROPE Token,ROPE Token,,
RGOLD,Royal Gold,Royal Gold,,
RPS,RPS LEAGUE,RPS LEAGUE,,
DRIVE,Safe Drive,Safe Drive,,
SAFE,SAFE TOKEN,SAFE TOKEN,,
SFEX,SafeLaunch,SafeLaunch,,
SAFTI,SafuTitano,SafuTitano,,
SATO,Satoru Inu,Satoru Inu,,
SCOTTY,Scotty Beam,Scotty Beam,,
STI,Seek Tiger,Seek Tiger,,
SELENA,SELENA INU,SELENA INU,,
SEED,Sesameseed,Sesameseed,,
SHADE,Shade Cash,Shade Cash,,
SHEEB,Sheeba Inu,Sheeba Inu,,
AWOOL,Sheep Game,Sheep Game,,
SHENGWEI,Shengweihu,Shengweihu,,
SHIBA FA,Shiba Fame,Shiba Fame,,
SHIBLITE,Shiba Lite,Shiba Lite,,
SHBT,Shiba Toby,Shiba Toby,,
SHIBAW,Shiba wolf,Shiba wolf,,
VERSE,Shibaverse,Shibaverse,,
SHIBGOTC,SHiBGOTCHi,SHiBGOTCHi,,
SHIBKILL,ShibKiller,ShibKiller,,
SLD,Shield,Shield,,
SHBAR,Shilly Bar,Shilly Bar,,
SHE,ShineChain,ShineChain,,
SHPP,Shipit pro,Shipit pro,,
SRA,Sierra,Sierra,,
SIERRA,Sierracoin,Sierracoin,,
SKI,Skillchain,Skillchain,,
SKBR,SkyBridger,SkyBridger,,
SLAM,Slam Token (old),Slam Token (old),,
SLAB,SLINK LABS,SLINK LABS,,
SDOG,Small Doge,Small Doge,,
SPY,Smarty Pay,Smarty Pay,,
SAS,Smashchain,Smashchain,,
SMILE,Smile Coin,Smile Coin,,
SNAP,SNAP!,SNAP!,,
SNOWGE,SnowgeCoin,SnowgeCoin,,
SG,SocialGood,SocialGood,,
SNJ,Sola Ninja,Sola Ninja,,
SOLAB,Solabrador,Solabrador,,
SCUM,Solana CUM,Solana CUM,,
SOLNUT,Solana Nut,Solana Nut,,
SAIL,SolanaSail,SolanaSail,,
SOLBEAR,Solar Bear,Solar Bear,,
SMX,SolarMineX,SolarMineX,,
CONDOMS,SolCondoms,SolCondoms,,
SOLC,Solcubator,Solcubator,,
SONAR,SonarWatch,SonarWatch,,
SONIC,SonicSwap,SonicSwap,,
DAWGS,SpaceDawgs,SpaceDawgs,,
SPANK,SpankChain,SpankChain,,
USDs,Sperax USD,Sperax USD,,
SPHYNX,Sphynx BSC,Sphynx BSC,,
SPHYNX,Sphynx ETH,Sphynx ETH,,
SPLASH,Splash,Splash,,
SPORT,SportsCoin,SportsCoin,26039351.0,1071950.0
ICONS,SportsIcon,SportsIcon,,
SPYRIT,SpyritCoin,SpyritCoin,,
SQUID,Squid Game,Squid Game,28889438.0,1179458.0
SQM,Squid Moon,Squid Moon,,
ONEFOX,Stable FOX,Stable FOX,,
ONEUNI,Stable UNI,Stable UNI,,
STARS,StarLaunch,StarLaunch,,
STARS,Starstream,Starstream,,
STELLA,StellaSwap,StellaSwap,,
SDFI,Sting Defi,Sting Defi,,
sETH,Strike ETH,Strike ETH,,
SINU,Strong Inu,Strong Inu,,
SUKUNA,Sukuna Inu,Sukuna Inu,,
SUNDAE,SundaeSwap,SundaeSwap,,
SA,Superalgos,Superalgos,,
SB,SuperBonds,SuperBonds,,
SUPER,Superciety,Superciety,,
SWIRL,Swirl Cash,Swirl Cash,,
SWOLE,Swole Doge,Swole Doge,,
MINECRAF,Synex Coin,Synex Coin,,
TACOE,TacoEnergy,TacoEnergy,,
TLNT,TalentCoin,TalentCoin,,
TXT,Taxa Token,Taxa Token,,
TEDDY,Teddy Cash,Teddy Cash,,
TEM,TemplarDAO,TemplarDAO,,
TENW,TEN Wallet,TEN Wallet,,
TENSHI,Tenshi,Tenshi,,
TLAND,Terra Land,Terra Land,,
TFLOKI,TerraFloki,TerraFloki,,
TGC,The Garden,The Garden,,
TLX,The Luxury,The Luxury,,
RPR,The Reaper,The Reaper,,
THOREUM,Thoreum V2,Thoreum V2,,
MEAD,Thors Mead,Thors Mead,,
TGT,THORWallet DEX,THORWallet DEX,,
TIFI,TiFi Token,TiFi Token,,
TIGER,Tiger Coin,Tiger Coin,,
TQUEEN,TigerQueen,TigerQueen,,
TIKI,Tiki Token,Tiki Token,,
NTB,TokenAsset,TokenAsset,,
TOK,Tokenplace,Tokenplace,,
TOMS,TomTomCoin,TomTomCoin,,
TPF,TopFlower,TopFlower,,
TMT,TopManager,TopManager,,
TCR,Tracer DAO,Tracer DAO,,
TRND,Trendering,Trendering,,
TRICK,TrickyCoin,TrickyCoin,26039360.0,1071941.0
TRI,Trisolaris,Trisolaris,,
TRONX,Tronx Coin,Tronx Coin,,
TRUST,Trustworks,Trustworks,,
TUNE,TUNE TOKEN,TUNE TOKEN,,
UANG,UangMarket,UangMarket,,
ULTI,Ulti Arena,Ulti Arena,,
UMW,UMetaWorld,UMetaWorld,,
UNIFI,UNIFI DeFi,UNIFI DeFi,,
RARE,Unique One,Unique One,,
UTD,United DAO,United DAO,,
UNIV,Universe,Universe,,
UNO,Unobtanium,超导币,,
EURU,Upper Euro,Upper Euro,,
USDB,USD Bancor,USD Bancor,,
TOPIA,Utopia,Utopia,,
VS,ValleySwap,ValleySwap,,
VALUE,Value Liquidity,Value Liquidity,,
VPND,VaporNodes,VaporNodes,,
VASE,Vase Token,Vase Token,,
VEGI,Vegeta Inu,Vegeta Inu,,
VDORA,VeldoraBSC,VeldoraBSC,,
VBETH,Venus BETH,Venus BETH,,
VIBE,Vibe Token,Vibe Token,,
VIBRA,Vibraniums,Vibraniums,,
VICA,ViCA Token,ViCA Token,,
VX,ViteX Coin,ViteX Coin,,
VOID,Void,Void,,
SPACE,Vortex DAO,Vortex DAO,,
VYNC,VYNK CHAIN,VYNK CHAIN,,
WAGMI,WAGMI Game,WAGMI Game,,
XPAY,Wallet Pay,Wallet Pay,,
WAD,WardenSwap,WardenSwap,,
WRLK,Warlockbnb,Warlockbnb,,
WACO,Waste Digital Coin,Waste Digital Coin,,
WAYF,WAY-F coin,WAY-F coin,,
GM,we love gm,we love gm,,
WEBN,WEBN token,WEBN token,,
WEENIE,Weenie Inu,Weenie Inu,,
WEGRO,WeGro,WeGro,,
WELD,WELD,WELD,,
Whale,Whale Fall,Whale Fall,,
WHEN,WHEN Token,WHEN Token,,
WIKI,Wiki Token,Wiki Token,,
WISB,Wise Token,Wise Token,,
WND,WonderHero,WonderHero,,
TIME,Wonderland,Wonderland,,
WORDL,Wordl DeFi,Wordl DeFi,,
WTN,WorkerTown,WorkerTown,,
WHE,Worthwhile,Worthwhile,,
GAME,X-Consoles,X-Consoles,,
XIF,X Infinity,X Infinity,,
POT,X Protocol,X Protocol,,
xDAI,xDAI,xDAI,,
XPLAY,Xenon Play,Xenon Play,,
XGOLD,XGOLD COIN,XGOLD COIN,,
XPT,XPToken.io,XPToken.io,,
XRE,XRE Global,XRE Global,,
XTRA,XTRA Token,XTRA Token,,
XUSD,xUSD Token,xUSD Token,,
YEA,YeaFinance,YeaFinance,,
YEAGER,Yeager Inu,Yeager Inu,,
YFIC,Yearn Cash,Yearn Cash,,
YLAND,Yearn Land,Yearn Land,,
YFI3,YFI3.money,YFI3.money,,
YFIS,YFISCURITY,YFISCURITY,,
YFMS,YFMoonshot,YFMoonshot,,
YFS,YFS.FINANCE,YFS.FINANCE,,
GEM,Yield Hunt,Yield Hunt,,
YDZ,Yieldzilla,Yieldzilla,,
YHC,YoHero (YHC),YoHero (YHC),,
YTA,YottaChain,YottaChain,,
YUGI,YU-GI-KING,YU-GI-KING,,
YUM,YumYumFarm,YumYumFarm,,
YYE,YYE Energy,YYE Energy,,
ZVRS,ZeldaVerse,ZeldaVerse,,
ZMATIC,Zero Matic,Zero Matic,,
ZIRVE,Zirve Coin,Zirve Coin,,
ZDCV2,ZodiacsV2,ZodiacsV2,,
ZINU,Zombie Inu,Zombie Inu,,
ZC,ZombieCake,ZombieCake,,
A2A,A2A,A2A,,
ACY,ACY FINANCE,ACY FINANCE,,
ADAM,ADAM Oracle,ADAM Oracle,,
AGO,Agora Token,Agora Token,,
AGRO,Agro Global,Agro Global,,
AKAMARU,Akamaru Inu,Akamaru Inu,,
ALICN,AliCoin,AliCoin,,
ALPA,Alpaca City,Alpaca City,,
$ALPHA,Alpha Nodes,Alpha Nodes,,
AMZE,Amaze World,Amaze World,,
ADOGE,AmazingDoge,AmazingDoge,,
AMY,Amy Finance,Amy Finance,,
ANGEL,AngelsCreed,AngelsCreed,,
ANI,Anime Token,Anime Token,,
ARENA,Arena Token,Arena Token,,
PROT,ArmzLegends,ArmzLegends,,
ARRO,Arro Social,Arro Social,,
ARTII,ARTII Token,ARTII Token,,
ANFT,Artwork NFT,Artwork NFT,,
ARTY,Arty's World,Arty's World,,
MNTL,AssetMantle,AssetMantle,,
ASV,Astro Verse,Astro Verse,,
DNKY,AstroDonkey,AstroDonkey,,
SPACES,AstroSpaces.io,AstroSpaces.io,,
ATLAS,Atlas Cloud,Atlas Cloud,,
AWS,AurusSILVER,AurusSILVER,,
AUSD,Avaware USD,Avaware USD,,
AVDO,AvocadoCoin,AvocadoCoin,,
BABYCHED,Baby Chedda,Baby Chedda,,
BABYXRP,Baby Ripple,Baby Ripple,,
BABYTETH,BABY TETHER,BABY TETHER,,
BABYHARM,BabyHarmony,BabyHarmony,,
BBNFT,BabyNFT ART,BabyNFT ART,,
BMBO,Bamboo Coin,Bamboo Coin,,
BAMBOO,BambooDeFi,BambooDeFi,,
BDC,Based Token,Based Token,,
BAS,Basis Share,Basis Share,,
PET,Battle Pets,Battle Pets,,
GEMZ,BattleMechs,BattleMechs,,
BVC,BattleVerse,BattleVerse,,
BEAST,Beast Token,Beast Token,,
BEETS,Beethoven X,Beethoven X,,
GLBD,BeglobalDAO,BeglobalDAO,,
BFK,BFK Warzone,BFK Warzone,,
BGG,Bgogo Token,Bgogo Token,,
BIDEN,Biden Token,Biden Token,,
MIND,BiggerMINDS,BiggerMINDS,,
BURP,Burp,Burp,,
BIRDS,Birds Token,Birds Token,,
BTCBAM,Bitcoin Bam,Bitcoin Bam,,
GOD,Bitcoin God,比特币上帝,25975329.0,1066718.0
BTCP,Bitcoin Pro,Bitcoin Pro,,
KUB,Bitkub Coin,Bitkub Coin,28944606.0,1183014.0
BUT,BitUP Token,BitUP Token,,
BOM,Black Lemon,Black Lemon,,
$BSHIB,BLACK SHIBA,BLACK SHIBA,,
BLK,Black Whale,Black Whale,,
BDT,BlackDragon,BlackDragon,,
BLES,Blind Boxes,Blind Boxes,,
BID,BLOCKIDCOIN,BLOCKIDCOIN,,
BLOGGER,Bloggercoin,Bloggercoin,,
BBC,Blue Baikal,Blue Baikal,,
BNBD,BNB Diamond,BNB Diamond,,
bLUNA,Lido Bonded LUNA,Lido Bonded LUNA,,
BOOFI,Boo Finance,Boo Finance,,
BOUJE,Bouje Token,Bouje Token,,
BSCM,BSC MemePad,BSC MemePad,,
MITHRIL,Mithrilverse,Mithrilverse,,
BSCS,BSCStation,BSCStation,,
BSHIB,BuffedShiba,BuffedShiba,,
BUDG,Bulldogswap,Bulldogswap,,
$BULL,Bullieverse,Bullieverse,,
BM,BurningMoon,BurningMoon,,
BBFT,BUSD Buffet,BUSD Buffet,,
CLA,Candela Coin,Candela Coin,,
CPTINU,Captain Inu,Captain Inu,,
CRDN,Cardence,Cardence,,
CBP,CashBackPro,CashBackPro,,
CDZ,CDzExchange,CDzExchange,,
CERBY,Cerby Token,Cerby Token,,
CFXQ,CFX Quantum,CFX Quantum,,
CHAIN,Chain Games,Chain Games,,
CHEESE,CheeseSwap,CheeseSwap,,
CHLT,Chellitcoin,Chellitcoin,,
NANA,Chimp Fight,Chimp Fight,,
CHIV,Chiva Token,Chiva Token,,
XCC,Chives Coin,Chives Coin,,
CHOICE,Choice Coin,Choice Coin,,
POWER,Civic Power,Civic Power,,
GEM,Clam Island,Clam Island,,
$CLEAR,Clear Water,Clear Water,,
CDONK,Club Donkey,Club Donkey,,
CET,CoinEx Token,CoinEx Token,27446072.0,1089286.0
CVC,CoinViewCap,CoinViewCap,,
CWT,CoinW Token,CoinW Token,,
COMET,Comet Nodes,Comet Nodes,,
CSHARE,Comfy Share,Comfy Share,,
CZRX,Compound 0x,Compound 0x,,
CSTR,CoreStarter,CoreStarter,,
COPI,Cornucopias,Cornucopias,,
COSMIC,Cosmic Coin,Cosmic Coin,,
CCA,Counos Coin,Counos Coin,,
COVIDTOK,Covid Token,Covid Token,,
GRANX,GranX Chain,GranX Chain,,
CREO,Creo Engine,Creo Engine,,
CRP,CRO Predict,CRO Predict,,
SPHERE,Cronosphere,Cronosphere,,
CWT,CrossWallet,CrossWallet,,
CBT,Crypto Bank,Crypto Bank,,
CPRX,Crypto Perx,Crypto Perx,,
CBT,CryptoBlast,CryptoBlast,,
COC,CryptoClans,CryptoClans,,
HEADZ,Cryptoheadz,Cryptoheadz,,
CHORSE,CryptoHorse,CryptoHorse,,
ETERNAL,CryptoMines,CryptoMines,,
CSHIP,CryptoShips,CryptoShips,,
SWD,CryptoSword,CryptoSword,,
TANK,CryptoTanks,CryptoTanks,,
C2O,CryptoWater,CryptoWater,,
CRPRO,Crystal Pro,Crystal Pro,,
CUB,Cub Finance,Cub Finance,,
CXN,CXN Network,CXN Network,,
CBS,CyborgShiba,CyborgShiba,,
CYC,Cycling App,Cycling App,,
DILI,D Community,D Community,,
DEFI,D3 Protocol,D3 Protocol,,
DMT,Dark Matter,Dark Matter,,
DP,Dark Planet,Dark Planet,,
DHX,DataHighway,DataHighway,,
DT,Dcoin Token,Dcoin Token,,
DKM,Dead Knight Metaverse,Dead Knight Metaverse,,
DEATH,Death Token,Death Token,,
DLAUNCH,DeFi Launch,DeFi Launch,,
DEGEN,DEGEN Index,DEGEN Index,,
DLTA,delta.theta,delta.theta,,
USDX,dForce USDx,dForce USDx,,
DFX,DFX Finance,DFX Finance,,
DIGS,Digies Coin,Digies Coin,,
DCY,Dinastycoin,Dinastycoin,26039764.0,1071592.0
DOGDEFI,DogDeFiCoin,DogDeFiCoin,,
Doge Dea,Doge Dealer,Doge Dealer,,
LEASH,Doge Killer,Doge Killer,,
DK,Dogs Kombat,Dogs Kombat,,
DMN,Domain,Domain,,
DOMI,Domi Online,Domi Online,,
DOO,DOOiT V2,DOOiT V2,,
DOR,DoragonLand,DoragonLand,,
PINK,Dot Finance,Dot Finance,,
DP,Dragon Pool,Dragon Pool,,
MMETA,Duckie Land,Duckie Land,,
DND,Dungeonswap,Dungeonswap,,
EFUN,EFUN,EFUN,,
EAGLE,Eagle Token,Eagle Token,,
EARN,Earnable v2,Earnable v2,,
EBSO,eBlockStock,eBlockStock,,
ECHO,Echelon DAO,Echelon DAO,,
EFT,EFT.finance,EFT.finance,,
EHRT,Eight Hours,Eight Hours,,
TIC,ElasticSwap,ElasticSwap,,
ELIT,Electrinity,Electrinity,,
ETNX,Electronero,Electronero,,
ELEF,ELEF  WORLD,ELEF  WORLD,,
ELK,Elk Finance,Elk Finance,,
ERABBIT,ELONS RABBIT,ELONS RABBIT,,
ELS,Elysian,Elysian,,
EMPYR,Empyrean,Empyrean,,
ENTC,ENTERBUTTON,ENTERBUTTON,,
ETF,Entherfound,Entherfound,,
ENV,ENV Finance,ENV Finance,,
ELG,EscoinToken,EscoinToken,,
EFT,EternalFlow,EternalFlow,,
ETGF,ETG Finance,ETG Finance,,
EMAX,EthereumMax,EthereumMax,,
ETHS,Etherstones,Etherstones,,
$EFB,ETHFan Burn,ETHFan Burn,,
EULER,Euler Tools,Euler Tools,,
EVCoin,EverestCoin,EverestCoin,,
EVRF,EverReflect,EverReflect,,
FTRB,Faith Tribe,Faith Tribe,,
FPC,FamilyParty,FamilyParty,,
FBT,FANBI TOKEN,FANBI TOKEN,,
FNC,Fancy Games,Fancy Games,,
FSM,Fantasm FSM,Fantasm FSM,,
FATCAKE,Fantom Cake,Fantom Cake,,
FPL,Farm Planet,Farm Planet,,
METH,Farming Bad,Farming Bad,,
FATOSHI,Fat Satoshi,Fat Satoshi,,
FED,Fedora Gold,Fedora Gold,,
FEEDTK,FEED SYSTEM,FEED SYSTEM,,
FLX,Felix,Felix,,
FIBO,Fibswap DEx,Fibswap DEx,,
FLAME,FireStarter,FireStarter,,
FICO,Fish Crypto,Fish Crypto,,
FHTN,FishingTown,FishingTown,,
1FLR,Flare Token,Flare Token,,
FLESH,Flesh Token,Flesh Token,,
FMAN,Florida Man,Florida Man,,
FLUF,Fluffy Coin,Fluffy Coin,,
FOOTIE,Footie Plus,Footie Plus,,
FCB,ForceCowBoy,ForceCowBoy,,
FORT,Fortress,Fortress,,
FOX,FOX TOKEN,FOX TOKEN,,
FRED,FRED Energy,FRED Energy,,
FREE,FreeRossDAO,FreeRossDAO,,
FROYO,Froyo Games,Froyo Games,,
FUSD,Fuse Dollar,Fuse Dollar,,
F1C,Future1coin,Future1coin,,
GAME,Gamestarter,Gamestarter,,
GAMER,GameStation,GameStation,,
GEMG,Gem Guardian,Gem Guardian,,
ECTO,Ghost Block,Ghost Block,,
GM,GhostMarket,GhostMarket,,
GHD,Giftedhands,Giftedhands,,
GIVE,GIVE GLOBAL,GIVE GLOBAL,,
GTM,Givetime.io,Givetime.io,,
GDEFI,Global DeFi,Global DeFi,,
HANU,Hanu Yokia,Hanu Yokia,,
GLB,Golden Ball,Golden Ball,,
GOLF,Golfrochain,Golfrochain,,
GREEN,Green Chart,Green Chart,,
GART,Griffin Art,Griffin Art,,
GRIMACE,GrimaceCoinCrypto,GrimaceCoinCrypto,,
GYMNET,Gym Network,Gym Network,,
HADES,Hades Money,Hades Money,,
HMC,Hamdan Coin,Hamdan Coin,,
HAVEN,Haven token,Haven token,,
HXN,Havens Nook,Havens Nook,,
SOUL,HELL HOUNDS,HELL HOUNDS,,
IRIS,Hermes Defi,Hermes Defi,,
HXP,HEXAGON Pay,HEXAGON Pay,,
HIP,HIPPO TOKEN,HIPPO TOKEN,,
HBD,Hive Dollar,Hive Dollar,,
HIZ,Hiz Finance,Hiz Finance,,
HDAO,HKD.com DAO,HKD.com DAO,,
HNDC,HondaisCoin,HondaisCoin,,
HNY,Honey,Honey,,
HONEYBAD,HoneyBadger,HoneyBadger,,
$HORDE,Horde Token,Horde Token,,
HOSKY,Hosky Token,Hosky Token,,
HOTDOGE,HotDoge,HotDoge,,
FINN,Huckleberry,Huckleberry,,
HGHG,HUGHUG Coin,HUGHUG Coin,,
HBEE,Hungry Bees,Hungry Bees,,
IBG,iBG Finance,iBG Finance,,
IBZ,Ibiza Token,Ibiza Token,,
AFK,Idle Cyber,Idle Cyber,,
IDO,Idexo Token,Idexo Token,,
MST,Idle Mystic,Idle Mystic,,
JPEGS,IlliquidDAO,IlliquidDAO,,
IDX,Index Chain,Index Chain,,
INFP,InfinityPad,InfinityPad,,
IGIRL,Island Girl,Island Girl,,
NOTART,Its Not Art,Its Not Art,,
WJXN,Jax.Network,Jax.Network,,
JNB,Jinbi Token,Jinbi Token,,
KSR,Kickstarter,Kickstarter,,
KTZ,KILLTHEZERO,KILLTHEZERO,,
KIMETSU,Kimetsu Inu,Kimetsu Inu,,
KITTENS,Kitten Coin,Kitten Coin,,
KINJA,Kitty Ninja,Kitty Ninja,,
KINU,Kragger Inu,Kragger Inu,,
KRZ,Kranz Token,Kranz Token,,
KRILL,Krill,Krill,,
KPETS,Krypto Pets,Krypto Pets,,
KRD,Krypton DAO,Krypton DAO,,
KST,Karus Starter,Karus Starter,,
LAMBOINU,Lamborghinu,Lamborghinu,,
MYNFT,LaunchMyNFT,LaunchMyNFT,,
LED,LedgerScore,LedgerScore,,
LCS,LetCoinShop,LetCoinShop,,
LEV,Lever Token,Lever Token,,
LLTH,Lilith Swap,Lilith Swap,,
LOM,LimeOdysseyM with ITAM,LimeOdysseyM with ITAM,,
LUSD,Limited USD,Limited USD,,
LINKS,LINKS Token,LINKS Token,,
XLC,LIQUIDCHAIN,LIQUIDCHAIN,,
LSV,Litecoin SV,Litecoin SV,,
LITHO,Lithosphere,Lithosphere,,
LOCAL,Local Terra,Local Terra,,
LOOP,LoopNetwork,LoopNetwork,,
LOST,Lost Worlds,Lost Worlds,,
LTSG,Lots Gaming,Lots Gaming,,
LNT,Lottonation,Lottonation,,
LOUD,Loud Market,Loud Market,,
LOX,Lox Network,Lox Network,,
LBLOCK,Lucky Block,Lucky Block,,
LUSHI,Lucky Shinu,Lucky Shinu,,
LUM,Lum Network,Lum Network,,
LSILVER,Lyfe Silver,Lyfe Silver,,
LYS,LYS Capital,LYS Capital,,
MCRN,MacaronSwap,MacaronSwap,,
MGP,Magic Power,Magic Power,,
MAGIC,MAGIC,MAGIC,,
MAGIC,MagicofGold,MagicofGold,,
MTG,MagnetGold,MagnetGold,,
MAMASAN,Mamasan Inu,Mamasan Inu,,
MPRO,MANAGER PRO,MANAGER PRO,,
MANDI,Mandi Token,Mandi Token,,
NEKI,Maneki-neko,Maneki-neko,,
$MANGA,Manga Token,Manga Token,,
RLM,MarbleVerse,MarbleVerse,,
MRHB,MRHB DeFi,MRHB DeFi,,
MASHIMA,Mashima Inu,Mashima Inu,,
MTCL,MaticLaunch,MaticLaunch,,
MEANTAMA,Mean Tamato,Mean Tamato,,
MECH,Mech Master,Mech Master,,
MVEDA,Medicalveda,Medicalveda,,
MBC,MegaBitcoin,MegaBitcoin,,
MEONG,MEONG TOKEN,MEONG TOKEN,,
MEWN,Meowth Neko,Meowth Neko,,
COURSE,Meta Course,Meta Course,,
LAND,Meta Utopia,Meta Utopia,,
MF,MetaFighter,MetaFighter,,
MFI,MetaFinance,MetaFinance,,
METO,Metafluence,Metafluence,,
MTM,MetaMate,MetaMate,,
MONSTA,MetaMonstas,MetaMonstas,,
MTNFT,METAMOONNFT,METAMOONNFT,,
MHUNT,MetaShooter,MetaShooter,,
MSR,MetaSnooker,MetaSnooker,,
MVR,Metaversero,Metaversero,,
MEVR,Metaverse VR,Metaverse VR,,
XHUNTER,MetaXHunter,MetaXHunter,,
MIZL,Microzillas,Microzillas,,
MILKY,Milky Token,Milky Token,,
MIMIR,Mimir Token,Mimir Token,,
MINERS,Miners Defi,Miners Defi,,
MINT,MintStarter,MintStarter,,
MMPRO,MMPRO Token,MMPRO Token,,
PARTY,MONEY PARTY,MONEY PARTY,,
MONSTR,MonstaVerse,MonstaVerse,,
AAA,Moon Rabbit,Moon Rabbit,,
ROCK,MoonRock V2,MoonRock V2,,
MNST,MoonStarter,MoonStarter,,
MWT,Mortal Wars,Mortal Wars,,
MND,Mound Token,Mound Token,,
MOVEY,Movey Token,Movey Token,,
MUNCH,Munch Token,Munch Token,,
MYTV,MyTVchain [New],MyTVchain [New],,
MYX,MYX Network,MYX Network,,
NWORDPAS,N-Word Pass,N-Word Pass,,
NEBULA,NebulaToken,NebulaToken,,
NMS,Nemesis DAO,Nemesis DAO,,
NESTA,Nest Arcade,Nest Arcade,,
NST,Newsolution,Newsolution,,
NXD,Nexus Dubai,Nexus Dubai,,
$NEXUS,Nexus Crypto Services,Nexus Crypto Services,,
NFG,NFT Gallery,NFT Gallery,,
NST,NFT Starter,NFT Starter,,
